,inflation,unemployment
2013-08-01,1.6250354922404286,6.3
2013-09-01,1.1164669367935367,6.1
2013-10-01,1.5309668751197136,6.2
2013-11-01,1.981057675588244,5.9
2013-12-01,2.094388883715516,5.6
2014-01-01,1.9852667364107468,5.3
2014-02-01,1.9191751746084675,5.4
2014-03-01,1.664111597431618,5.2
2014-04-01,1.6419698537929408,5.0
2014-05-01,1.634143905102438,5.0
2014-06-01,1.2942652209232952,4.9
2014-07-01,0.6861738191937065,4.8
2014-08-01,-0.20493640115464565,4.9
2014-09-01,-0.08746678093958878,4.5
2014-10-01,-0.016110023012819757,4.3
2014-11-01,-0.12608634776109784,4.6
2014-12-01,0.030822561514416497,4.4
2015-01-01,0.17157109758652686,4.5
2015-02-01,0.20000301408151977,4.4
2015-03-01,0.2274326790148363,4.4
2015-04-01,-0.008842123883893438,4.4
2015-05-01,0.12531540748451547,4.2
2015-06-01,0.437797584214223,4.2
2015-07-01,0.6646951270236586,4.2
2015-08-01,1.3330402169857059,4.1
2015-09-01,0.9688908696225264,4.1
2015-10-01,0.870031386228197,4.1
2015-11-01,1.1336992355622875,4.1
2015-12-01,1.0640765882223937,4.2
2016-01-01,1.0491350026476527,3.9
2016-02-01,0.8769598167584286,3.9
